7993;27.02.20 15:15:34;21;Avvicinamento Pressata Fuori Ingombro;position > max position (10);
0,00;0,00;126,87;0,30;0,00;0,00;
0,00;0,00;126,97;0,31;0,00;0,00;
0,00;0,00;127,06;0,32;0,00;0,00;
0,00;0,00;127,16;0,33;0,00;0,00;
0,00;0,00;127,26;0,34;0,00;0,00;
0,00;0,00;127,35;0,34;0,00;0,00;
0,00;0,00;127,45;0,36;0,00;0,00;
0,00;0,00;127,55;0,36;0,00;0,00;
0,00;0,00;127,64;0,38;0,00;0,00;
0,00;0,00;127,73;0,38;0,00;0,00;
0,00;0,00;127,83;0,39;0,00;0,00;
0,00;0,00;127,93;0,39;0,00;0,00;
0,00;0,00;128,02;0,42;0,00;0,00;
0,00;0,00;128,12;0,42;0,00;0,00;
0,00;0,00;128,21;0,42;0,00;0,00;
0,00;0,00;128,31;0,42;0,00;0,00;
0,00;0,00;128,41;0,42;0,00;0,00;
0,00;0,00;128,50;0,44;0,00;0,00;
0,00;0,00;128,60;0,44;0,00;0,00;
0,00;0,00;128,70;0,44;0,00;0,00;
0,00;0,00;128,79;0,45;0,00;0,00;
0,00;0,00;128,89;0,47;0,00;0,00;
0,00;0,00;128,98;0,47;0,00;0,00;
0,00;0,00;129,08;0,47;0,00;0,00;
0,00;0,00;129,18;0,47;0,00;0,00;
0,00;0,00;129,27;0,47;0,00;0,00;
0,00;0,00;129,37;0,50;0,00;0,00;
0,00;0,00;129,46;0,50;0,00;0,00;
0,00;0,00;129,56;0,52;0,00;0,00;
0,00;0,00;129,66;0,54;0,00;0,00;
0,00;0,00;129,75;0,56;0,00;0,00;
0,00;0,00;129,85;0,58;0,00;0,00;
0,00;0,00;129,94;0,58;0,00;0,00;
0,00;0,00;130,04;0,60;0,00;0,00;
0,00;0,00;130,14;0,60;0,00;0,00;
0,00;0,00;130,23;0,61;0,00;0,00;
0,00;0,00;130,33;0,60;0,00;0,00;
0,00;0,00;130,42;0,62;0,00;0,00;
0,00;0,00;130,52;0,62;0,00;0,00;
0,00;0,00;130,62;0,63;0,00;0,00;
0,00;0,00;130,71;0,63;0,00;0,00;
0,00;0,00;130,81;0,63;0,00;0,00;
0,00;0,00;130,90;0,65;0,00;0,00;
0,00;0,00;131,00;0,65;0,00;0,00;
0,00;0,00;131,10;0,64;0,00;0,00;
0,00;0,00;131,19;0,65;0,00;0,00;
0,00;0,00;131,29;0,65;0,00;0,00;
0,00;0,00;131,38;0,65;0,00;0,00;
0,00;0,00;131,48;0,65;0,00;0,00;
0,00;0,00;131,58;0,65;0,00;0,00;
0,00;0,00;131,67;0,66;0,00;0,00;
0,00;0,00;131,77;0,66;0,00;0,00;
0,00;0,00;131,86;0,66;0,00;0,00;
0,00;0,00;131,96;0,67;0,00;0,00;
0,00;0,00;132,06;0,67;0,00;0,00;
0,00;0,00;132,15;0,67;0,00;0,00;
0,00;0,00;132,25;0,68;0,00;0,00;
0,00;0,00;132,34;0,68;0,00;0,00;
0,00;0,00;132,44;0,69;0,00;0,00;
0,00;0,00;132,54;0,68;0,00;0,00;
0,00;0,00;132,63;0,67;0,00;0,00;
0,00;0,00;132,73;0,67;0,00;0,00;
0,00;0,00;132,82;0,67;0,00;0,00;
0,00;0,00;132,92;0,68;0,00;0,00;
0,00;0,00;133,02;0,67;0,00;0,00;
0,00;0,00;133,11;0,67;0,00;0,00;
0,00;0,00;133,21;0,67;0,00;0,00;
0,00;0,00;133,30;0,68;0,00;0,00;
0,00;0,00;133,40;0,68;0,00;0,00;
0,00;0,00;133,50;0,65;0,00;0,00;
0,00;0,00;133,59;0,65;0,00;0,00;
0,00;0,00;133,69;0,67;0,00;0,00;
0,00;0,00;133,78;0,66;0,00;0,00;
0,00;0,00;133,88;0,67;0,00;0,00;
0,00;0,00;133,98;0,67;0,00;0,00;
0,00;0,00;134,07;0,68;0,00;0,00;
0,00;0,00;134,17;0,67;0,00;0,00;
0,00;0,00;134,26;0,68;0,00;0,00;
0,00;0,00;134,36;0,67;0,00;0,00;
0,00;0,00;134,46;0,68;0,00;0,00;
0,00;0,00;134,55;0,68;0,00;0,00;
0,00;0,00;134,65;0,68;0,00;0,00;
0,00;0,00;134,74;0,68;0,00;0,00;
0,00;0,00;134,84;0,69;0,00;0,00;
0,00;0,00;134,94;0,69;0,00;0,00;
0,00;0,00;135,03;0,69;0,00;0,00;
0,00;0,00;135,13;0,68;0,00;0,00;
0,00;0,00;135,22;0,69;0,00;0,00;
0,00;0,00;135,32;0,69;0,00;0,00;
0,00;0,00;135,42;0,69;0,00;0,00;
0,00;0,00;135,51;0,69;0,00;0,00;
0,00;0,00;135,61;0,70;0,00;0,00;
0,00;0,00;135,70;0,69;0,00;0,00;
0,00;0,00;135,80;0,73;0,00;0,00;
0,00;0,00;135,90;0,69;0,00;0,00;
0,00;0,00;135,99;0,70;0,00;0,00;
0,00;0,00;136,09;0,72;0,00;0,00;
0,00;0,00;136,18;0,72;0,00;0,00;
0,00;0,00;136,28;0,72;0,00;0,00;
0,00;0,00;136,38;0,71;0,00;0,00;
0,00;0,00;136,47;0,72;0,00;0,00;
0,00;0,00;136,57;0,72;0,00;0,00;
0,00;0,00;136,66;0,72;0,00;0,00;
0,00;0,00;136,76;0,72;0,00;0,00;
0,00;0,00;136,86;0,73;0,00;0,00;
0,00;0,00;136,95;0,74;0,00;0,00;
0,00;0,00;137,05;0,72;0,00;0,00;
0,00;0,00;137,14;0,72;0,00;0,00;
0,00;0,00;137,24;0,72;0,00;0,00;
0,00;0,00;137,34;0,72;0,00;0,00;
0,00;0,00;137,43;0,72;0,00;0,00;
0,00;0,00;137,53;0,73;0,00;0,00;
0,00;0,00;137,62;0,73;0,00;0,00;
0,00;0,00;137,72;0,74;0,00;0,00;
0,00;0,00;137,82;0,73;0,00;0,00;
0,00;0,00;137,91;0,73;0,00;0,00;
0,00;0,00;138,01;0,74;0,00;0,00;
0,00;0,00;138,10;0,74;0,00;0,00;
0,00;0,00;138,20;0,74;0,00;0,00;
0,00;0,00;138,30;0,74;0,00;0,00;
0,00;0,00;138,39;0,74;0,00;0,00;
0,00;0,00;138,49;0,74;0,00;0,00;
0,00;0,00;138,58;0,74;0,00;0,00;
0,00;0,00;138,68;0,72;0,00;0,00;
0,00;0,00;138,78;0,73;0,00;0,00;
0,00;0,00;138,87;0,72;0,00;0,00;
0,00;0,00;138,97;0,72;0,00;0,00;
0,00;0,00;139,06;0,72;0,00;0,00;
0,00;0,00;139,16;0,72;0,00;0,00;
0,00;0,00;139,26;0,72;0,00;0,00;
0,00;0,00;139,35;0,71;0,00;0,00;
0,00;0,00;139,45;0,71;0,00;0,00;
0,00;0,00;139,54;0,71;0,00;0,00;
0,00;0,00;139,64;0,72;0,00;0,00;
0,00;0,00;139,74;0,71;0,00;0,00;
0,00;0,00;139,83;0,71;0,00;0,00;
0,00;0,00;139,93;0,71;0,00;0,00;
0,00;0,00;140,02;0,72;0,00;0,00;
0,00;0,00;140,12;0,71;0,00;0,00;
0,00;0,00;140,21;0,69;0,00;0,00;
0,00;0,00;140,31;0,69;0,00;0,00;
0,00;0,00;140,41;0,70;0,00;0,00;
0,00;0,00;140,50;0,69;0,00;0,00;
0,00;0,00;140,60;0,69;0,00;0,00;
0,00;0,00;140,70;0,68;0,00;0,00;
0,00;0,00;140,79;0,69;0,00;0,00;
0,00;0,00;140,89;0,66;0,00;0,00;
0,00;0,00;140,99;0,65;0,00;0,00;
0,00;0,00;141,08;0,65;0,00;0,00;
0,00;0,00;141,18;0,65;0,00;0,00;
0,00;0,00;141,27;0,65;0,00;0,00;
0,00;0,00;141,37;0,65;0,00;0,00;
0,00;0,00;141,46;0,63;0,00;0,00;
0,00;0,00;141,56;0,62;0,00;0,00;
0,00;0,00;141,66;0,63;0,00;0,00;
0,00;0,00;141,75;0,62;0,00;0,00;
0,00;0,00;141,85;0,62;0,00;0,00;
0,00;0,00;141,94;0,61;0,00;0,00;
0,00;0,00;142,04;0,60;0,00;0,00;
0,00;0,00;142,14;0,59;0,00;0,00;
0,00;0,00;142,23;0,60;0,00;0,00;
0,00;0,00;142,33;0,59;0,00;0,00;
0,00;0,00;142,42;0,59;0,00;0,00;
0,00;0,00;142,52;0,59;0,00;0,00;
0,00;0,00;142,62;0,60;0,00;0,00;
0,00;0,00;142,71;0,59;0,00;0,00;
0,00;0,00;142,81;0,58;0,00;0,00;
0,00;0,00;142,90;0,58;0,00;0,00;
0,00;0,00;143,00;0,58;0,00;0,00;
0,00;0,00;143,10;0,58;0,00;0,00;
0,00;0,00;143,19;0,59;0,00;0,00;
0,00;0,00;143,29;0,59;0,00;0,00;
0,00;0,00;143,38;0,59;0,00;0,00;
0,00;0,00;143,48;0,58;0,00;0,00;
0,00;0,00;143,58;0,59;0,00;0,00;
0,00;0,00;143,67;0,59;0,00;0,00;
0,00;0,00;143,77;0,59;0,00;0,00;
0,00;0,00;143,86;0,59;0,00;0,00;
0,00;0,00;143,96;0,59;0,00;0,00;
0,00;0,00;144,05;0,59;0,00;0,00;
0,00;0,00;144,15;0,60;0,00;0,00;
0,00;0,00;144,25;0,60;0,00;0,00;
0,00;0,00;144,34;0,60;0,00;0,00;
0,00;0,00;144,44;0,59;0,00;0,00;
0,00;0,00;144,54;0,60;0,00;0,00;
0,00;0,00;144,63;0,60;0,00;0,00;
0,00;0,00;144,73;0,59;0,00;0,00;
0,00;0,00;144,83;0,61;0,00;0,00;
0,00;0,00;144,92;0,61;0,00;0,00;
0,00;0,00;145,02;0,60;0,00;0,00;
0,00;0,00;145,11;0,61;0,00;0,00;
0,00;0,00;145,21;0,60;0,00;0,00;
0,00;0,00;145,30;0,60;0,00;0,00;
0,00;0,00;145,40;0,60;0,00;0,00;
0,00;0,00;145,50;0,60;0,00;0,00;
0,00;0,00;145,59;0,59;0,00;0,00;
0,00;0,00;145,69;0,59;0,00;0,00;
0,00;0,00;145,78;0,60;0,00;0,00;
0,00;0,00;145,88;0,59;0,00;0,00;
0,00;0,00;145,98;0,59;0,00;0,00;
0,00;0,00;146,07;0,59;0,00;0,00;
0,00;0,00;146,17;0,59;0,00;0,00;
0,00;0,00;146,26;0,58;0,00;0,00;
0,00;0,00;146,36;0,58;0,00;0,00;
0,00;0,00;146,46;0,57;0,00;0,00;
0,00;0,00;146,55;0,58;0,00;0,00;
0,00;0,00;146,65;0,57;0,00;0,00;
0,00;0,00;146,75;0,56;0,00;0,00;
0,00;0,00;146,84;0,56;0,00;0,00;
0,00;0,00;146,94;0,55;0,00;0,00;
0,00;0,00;147,03;0,56;0,00;0,00;
0,00;0,00;147,13;0,55;0,00;0,00;
0,00;0,00;147,22;0,54;0,00;0,00;
0,00;0,00;147,32;0,53;0,00;0,00;
0,00;0,00;147,41;0,53;0,00;0,00;
0,00;0,00;147,51;0,53;0,00;0,00;
0,00;0,00;147,61;0,53;0,00;0,00;
0,00;0,00;147,70;0,53;0,00;0,00;
0,00;0,00;147,80;0,53;0,00;0,00;
0,00;0,00;147,90;0,53;0,00;0,00;
0,00;0,00;147,99;0,53;0,00;0,00;
0,00;0,00;148,09;0,53;0,00;0,00;
0,00;0,00;148,18;0,53;0,00;0,00;
0,00;0,00;148,28;0,53;0,00;0,00;
0,00;0,00;148,38;0,53;0,00;0,00;
0,00;0,00;148,47;0,52;0,00;0,00;
0,00;0,00;148,57;0,53;0,00;0,00;
0,00;0,00;148,66;0,52;0,00;0,00;
0,00;0,00;148,76;0,52;0,00;0,00;
0,00;0,00;148,86;0,53;0,00;0,00;
0,00;0,00;148,95;0,51;0,00;0,00;
0,00;0,00;149,05;0,53;0,00;0,00;
0,00;0,00;149,15;0,53;0,00;0,00;
0,00;0,00;149,24;0,53;0,00;0,00;
0,00;0,00;149,34;0,51;0,00;0,00;
0,00;0,00;149,43;0,53;0,00;0,00;
0,00;0,00;149,53;0,51;0,00;0,00;
0,00;0,00;149,62;0,51;0,00;0,00;
0,00;0,00;149,72;0,53;0,00;0,00;
0,00;0,00;149,82;0,52;0,00;0,00;
0,00;0,00;149,91;0,52;0,00;0,00;
0,00;0,00;150,01;0,53;0,00;0,00;
0,00;0,00;150,10;0,50;0,00;0,00;
0,00;0,00;150,20;0,52;0,00;0,00;
0,00;0,00;150,30;0,50;0,00;0,00;
0,00;0,00;150,39;0,51;0,00;0,00;
0,00;0,00;150,49;0,51;0,00;0,00;
0,00;0,00;150,58;0,52;0,00;0,00;
0,00;0,00;150,68;0,52;0,00;0,00;
0,00;0,00;150,78;0,51;0,00;0,00;
0,00;0,00;150,87;0,50;0,00;0,00;
0,00;0,00;150,97;0,51;0,00;0,00;
0,00;0,00;151,06;0,50;0,00;0,00;
0,00;0,00;151,16;0,50;0,00;0,00;
0,00;0,00;151,26;0,50;0,00;0,00;
0,00;0,00;151,35;0,50;0,00;0,00;
0,00;0,00;151,45;0,50;0,00;0,00;
0,00;0,00;151,54;0,50;0,00;0,00;
0,00;0,00;151,64;0,47;0,00;0,00;
0,00;0,00;151,74;0,49;0,00;0,00;
0,00;0,00;151,83;0,50;0,00;0,00;
0,00;0,00;151,93;0,47;0,00;0,00;
0,00;0,00;152,02;0,47;0,00;0,00;
0,00;0,00;152,12;0,47;0,00;0,00;
0,00;0,00;152,22;0,47;0,00;0,00;
0,00;0,00;152,31;0,47;0,00;0,00;
0,00;0,00;152,41;0,47;0,00;0,00;
0,00;0,00;152,50;0,47;0,00;0,00;
0,00;0,00;152,60;0,47;0,00;0,00;
0,00;0,00;152,70;0,47;0,00;0,00;
0,00;0,00;152,79;0,47;0,00;0,00;
0,00;0,00;152,89;0,45;0,00;0,00;
0,00;0,00;152,99;0,45;0,00;0,00;
0,00;0,00;153,08;0,45;0,00;0,00;
0,00;0,00;153,18;0,46;0,00;0,00;
0,00;0,00;153,27;0,45;0,00;0,00;
0,00;0,00;153,37;0,44;0,00;0,00;
0,00;0,00;153,46;0,45;0,00;0,00;
0,00;0,00;153,56;0,44;0,00;0,00;
0,00;0,00;153,66;0,44;0,00;0,00;
0,00;0,00;153,75;0,44;0,00;0,00;
0,00;0,00;153,85;0,45;0,00;0,00;
0,00;0,00;153,94;0,45;0,00;0,00;
0,00;0,00;154,04;0,44;0,00;0,00;
0,00;0,00;154,14;0,44;0,00;0,00;
0,00;0,00;154,23;0,44;0,00;0,00;
0,00;0,00;154,33;0,44;0,00;0,00;
0,00;0,00;154,42;0,44;0,00;0,00;
0,00;0,00;154,52;0,44;0,00;0,00;
0,00;0,00;154,61;0,46;0,00;0,00;
0,00;0,00;154,71;0,44;0,00;0,00;
0,00;0,00;154,81;0,44;0,00;0,00;
0,00;0,00;154,90;0,44;0,00;0,00;
0,00;0,00;155,00;0,44;0,00;0,00;
0,00;0,00;155,10;0,44;0,00;0,00;
0,00;0,00;155,19;0,44;0,00;0,00;
0,00;0,00;155,29;0,44;0,00;0,00;
0,00;0,00;155,38;0,44;0,00;0,00;
0,00;0,00;155,48;0,44;0,00;0,00;
0,00;0,00;155,58;0,44;0,00;0,00;
0,00;0,00;155,67;0,45;0,00;0,00;
0,00;0,00;155,77;0,45;0,00;0,00;
0,00;0,00;155,86;0,44;0,00;0,00;
0,00;0,00;155,96;0,44;0,00;0,00;
0,00;0,00;156,06;0,44;0,00;0,00;
0,00;0,00;156,15;0,44;0,00;0,00;
0,00;0,00;156,25;0,44;0,00;0,00;
0,00;0,00;156,34;0,44;0,00;0,00;
0,00;0,00;156,44;0,44;0,00;0,00;
0,00;0,00;156,54;0,44;0,00;0,00;
0,00;0,00;156,63;0,42;0,00;0,00;
0,00;0,00;156,73;0,44;0,00;0,00;
0,00;0,00;156,82;0,44;0,00;0,00;
0,00;0,00;156,92;0,44;0,00;0,00;
0,00;0,00;157,02;0,43;0,00;0,00;
0,00;0,00;157,11;0,42;0,00;0,00;
0,00;0,00;157,21;0,42;0,00;0,00;
0,00;0,00;157,30;0,42;0,00;0,00;
0,00;0,00;157,40;0,42;0,00;0,00;
0,00;0,00;157,49;0,42;0,00;0,00;
0,00;0,00;157,59;0,42;0,00;0,00;
0,00;0,00;157,69;0,42;0,00;0,00;
0,00;0,00;157,78;0,42;0,00;0,00;
0,00;0,00;157,88;0,42;0,00;0,00;
0,00;0,00;157,98;0,42;0,00;0,00;
0,00;0,00;158,07;0,42;0,00;0,00;
0,00;0,00;158,17;0,42;0,00;0,00;
0,00;0,00;158,26;0,42;0,00;0,00;
0,00;0,00;158,36;0,42;0,00;0,00;
0,00;0,00;158,46;0,42;0,00;0,00;
0,00;0,00;158,55;0,42;0,00;0,00;
0,00;0,00;158,65;0,42;0,00;0,00;
0,00;0,00;158,74;0,42;0,00;0,00;
0,00;0,00;158,84;0,42;0,00;0,00;
0,00;0,00;158,94;0,42;0,00;0,00;
0,00;0,00;159,03;0,42;0,00;0,00;
0,00;0,00;159,06;0,40;0,00;0,00;
0,00;0,00;159,06;0,39;0,00;0,00;
0,00;0,00;159,06;0,39;0,00;0,00;
0,00;0,00;159,06;0,39;0,00;0,00;
0,00;0,00;159,06;0,39;0,00;0,00;
0,00;0,00;159,06;0,39;0,00;0,00;
0,00;0,00;159,06;0,39;0,00;0,00;
0,00;0,00;159,06;0,38;0,00;0,00;
0,00;0,00;159,06;0,36;0,00;0,00;
0,00;0,00;159,06;0,36;0,00;0,00;
0,00;0,00;159,05;0,34;0,00;0,00;
0,00;0,00;159,05;0,33;0,00;0,00;
