7996;27.02.20 15:24:53;21;Avvicinamento Pressata Fuori Ingombro;position > max position (10);
0,00;0,00;135,61;1,69;0,00;0,00;
0,00;0,00;135,70;1,72;0,00;0,00;
0,00;0,00;135,80;1,67;0,00;0,00;
0,00;0,00;135,90;1,67;0,00;0,00;
0,00;0,00;135,99;1,67;0,00;0,00;
0,00;0,00;136,09;1,66;0,00;0,00;
0,00;0,00;136,18;1,66;0,00;0,00;
0,00;0,00;136,28;1,64;0,00;0,00;
0,00;0,00;136,38;1,62;0,00;0,00;
0,00;0,00;136,47;1,60;0,00;0,00;
0,00;0,00;136,57;1,59;0,00;0,00;
0,00;0,00;136,66;1,60;0,00;0,00;
0,00;0,00;136,76;1,57;0,00;0,00;
0,00;0,00;136,86;1,54;0,00;0,00;
0,00;0,00;136,95;1,55;0,00;0,00;
0,00;0,00;137,05;1,53;0,00;0,00;
0,00;0,00;137,14;1,52;0,00;0,00;
0,00;0,00;137,24;1,50;0,00;0,00;
0,00;0,00;137,34;1,53;0,00;0,00;
0,00;0,00;137,43;1,50;0,00;0,00;
0,00;0,00;137,53;1,49;0,00;0,00;
0,00;0,00;137,62;1,48;0,00;0,00;
0,00;0,00;137,72;1,47;0,00;0,00;
0,00;0,00;137,82;1,48;0,00;0,00;
0,00;0,00;137,91;1,46;0,00;0,00;
0,00;0,00;138,01;1,46;0,00;0,00;
0,00;0,00;138,10;1,46;0,00;0,00;
0,00;0,00;138,20;1,45;0,00;0,00;
0,00;0,00;138,30;1,45;0,00;0,00;
0,00;0,00;138,39;1,45;0,00;0,00;
0,00;0,00;138,49;1,43;0,00;0,00;
0,00;0,00;138,58;1,40;0,00;0,00;
0,00;0,00;138,68;1,39;0,00;0,00;
0,00;0,00;138,78;1,38;0,00;0,00;
0,00;0,00;138,87;1,37;0,00;0,00;
0,00;0,00;138,97;1,34;0,00;0,00;
0,00;0,00;139,06;1,34;0,00;0,00;
0,00;0,00;139,16;1,30;0,00;0,00;
0,00;0,00;139,26;1,29;0,00;0,00;
0,00;0,00;139,35;1,29;0,00;0,00;
0,00;0,00;139,45;1,26;0,00;0,00;
0,00;0,00;139,54;1,23;0,00;0,00;
0,00;0,00;139,64;1,23;0,00;0,00;
0,00;0,00;139,74;1,22;0,00;0,00;
0,00;0,00;139,83;1,18;0,00;0,00;
0,00;0,00;139,93;1,20;0,00;0,00;
0,00;0,00;140,02;1,20;0,00;0,00;
0,00;0,00;140,12;1,15;0,00;0,00;
0,00;0,00;140,22;1,15;0,00;0,00;
0,00;0,00;140,31;1,15;0,00;0,00;
0,00;0,00;140,41;1,13;0,00;0,00;
0,00;0,00;140,50;1,12;0,00;0,00;
0,00;0,00;140,60;1,13;0,00;0,00;
0,00;0,00;140,70;1,11;0,00;0,00;
0,00;0,00;140,79;1,09;0,00;0,00;
0,00;0,00;140,89;1,09;0,00;0,00;
0,00;0,00;140,99;1,08;0,00;0,00;
0,00;0,00;141,08;1,08;0,00;0,00;
0,00;0,00;141,18;1,08;0,00;0,00;
0,00;0,00;141,27;1,07;0,00;0,00;
0,00;0,00;141,37;1,07;0,00;0,00;
0,00;0,00;141,46;1,05;0,00;0,00;
0,00;0,00;141,56;1,04;0,00;0,00;
0,00;0,00;141,66;1,05;0,00;0,00;
0,00;0,00;141,75;1,03;0,00;0,00;
0,00;0,00;141,85;1,02;0,00;0,00;
0,00;0,00;141,94;1,02;0,00;0,00;
0,00;0,00;142,04;1,02;0,00;0,00;
0,00;0,00;142,14;1,02;0,00;0,00;
0,00;0,00;142,23;1,03;0,00;0,00;
0,00;0,00;142,33;1,04;0,00;0,00;
0,00;0,00;142,42;1,04;0,00;0,00;
0,00;0,00;142,52;1,04;0,00;0,00;
0,00;0,00;142,62;1,03;0,00;0,00;
0,00;0,00;142,71;1,04;0,00;0,00;
0,00;0,00;142,81;1,05;0,00;0,00;
0,00;0,00;142,90;1,07;0,00;0,00;
0,00;0,00;143,00;1,09;0,00;0,00;
0,00;0,00;143,10;1,08;0,00;0,00;
0,00;0,00;143,19;1,11;0,00;0,00;
0,00;0,00;143,29;1,10;0,00;0,00;
0,00;0,00;143,38;1,11;0,00;0,00;
0,00;0,00;143,48;1,12;0,00;0,00;
0,00;0,00;143,58;1,11;0,00;0,00;
0,00;0,00;143,67;1,11;0,00;0,00;
0,00;0,00;143,77;1,12;0,00;0,00;
0,00;0,00;143,86;1,12;0,00;0,00;
0,00;0,00;143,96;1,11;0,00;0,00;
0,00;0,00;144,05;1,11;0,00;0,00;
0,00;0,00;144,15;1,09;0,00;0,00;
0,00;0,00;144,25;1,08;0,00;0,00;
0,00;0,00;144,34;1,10;0,00;0,00;
0,00;0,00;144,44;1,04;0,00;0,00;
0,00;0,00;144,54;1,03;0,00;0,00;
0,00;0,00;144,63;1,05;0,00;0,00;
0,00;0,00;144,73;1,02;0,00;0,00;
0,00;0,00;144,83;0,98;0,00;0,00;
0,00;0,00;144,92;0,96;0,00;0,00;
0,00;0,00;145,02;0,96;0,00;0,00;
0,00;0,00;145,11;0,93;0,00;0,00;
0,00;0,00;145,21;0,93;0,00;0,00;
0,00;0,00;145,30;0,91;0,00;0,00;
0,00;0,00;145,40;0,88;0,00;0,00;
0,00;0,00;145,50;0,88;0,00;0,00;
0,00;0,00;145,59;0,87;0,00;0,00;
0,00;0,00;145,69;0,85;0,00;0,00;
0,00;0,00;145,78;0,86;0,00;0,00;
0,00;0,00;145,88;0,83;0,00;0,00;
0,00;0,00;145,98;0,82;0,00;0,00;
0,00;0,00;146,07;0,83;0,00;0,00;
0,00;0,00;146,17;0,82;0,00;0,00;
0,00;0,00;146,26;0,80;0,00;0,00;
0,00;0,00;146,36;0,77;0,00;0,00;
0,00;0,00;146,46;0,80;0,00;0,00;
0,00;0,00;146,55;0,80;0,00;0,00;
0,00;0,00;146,65;0,79;0,00;0,00;
0,00;0,00;146,75;0,80;0,00;0,00;
0,00;0,00;146,84;0,79;0,00;0,00;
0,00;0,00;146,94;0,79;0,00;0,00;
0,00;0,00;147,03;0,80;0,00;0,00;
0,00;0,00;147,13;0,80;0,00;0,00;
0,00;0,00;147,22;0,80;0,00;0,00;
0,00;0,00;147,32;0,83;0,00;0,00;
0,00;0,00;147,41;0,85;0,00;0,00;
0,00;0,00;147,51;0,86;0,00;0,00;
0,00;0,00;147,61;0,88;0,00;0,00;
0,00;0,00;147,70;0,88;0,00;0,00;
0,00;0,00;147,80;0,90;0,00;0,00;
0,00;0,00;147,90;0,93;0,00;0,00;
0,00;0,00;147,99;0,93;0,00;0,00;
0,00;0,00;148,09;0,93;0,00;0,00;
0,00;0,00;148,18;0,93;0,00;0,00;
0,00;0,00;148,28;0,97;0,00;0,00;
0,00;0,00;148,38;0,99;0,00;0,00;
0,00;0,00;148,47;0,97;0,00;0,00;
0,00;0,00;148,57;0,96;0,00;0,00;
0,00;0,00;148,66;0,97;0,00;0,00;
0,00;0,00;148,76;0,99;0,00;0,00;
0,00;0,00;148,85;0,99;0,00;0,00;
0,00;0,00;148,95;1,02;0,00;0,00;
0,00;0,00;149,05;0,99;0,00;0,00;
0,00;0,00;149,15;0,99;0,00;0,00;
0,00;0,00;149,24;0,99;0,00;0,00;
0,00;0,00;149,34;1,02;0,00;0,00;
0,00;0,00;149,43;1,00;0,00;0,00;
0,00;0,00;149,53;0,99;0,00;0,00;
0,00;0,00;149,62;0,99;0,00;0,00;
0,00;0,00;149,72;1,02;0,00;0,00;
0,00;0,00;149,82;1,00;0,00;0,00;
0,00;0,00;149,91;0,99;0,00;0,00;
0,00;0,00;150,01;1,00;0,00;0,00;
0,00;0,00;150,10;0,99;0,00;0,00;
0,00;0,00;150,20;0,96;0,00;0,00;
0,00;0,00;150,29;0,99;0,00;0,00;
0,00;0,00;150,39;0,99;0,00;0,00;
0,00;0,00;150,49;0,99;0,00;0,00;
0,00;0,00;150,58;0,96;0,00;0,00;
0,00;0,00;150,68;0,96;0,00;0,00;
0,00;0,00;150,78;0,94;0,00;0,00;
0,00;0,00;150,87;0,93;0,00;0,00;
0,00;0,00;150,97;0,91;0,00;0,00;
0,00;0,00;151,06;0,92;0,00;0,00;
0,00;0,00;151,16;0,91;0,00;0,00;
0,00;0,00;151,26;0,90;0,00;0,00;
0,00;0,00;151,35;0,88;0,00;0,00;
0,00;0,00;151,45;0,88;0,00;0,00;
0,00;0,00;151,54;0,86;0,00;0,00;
0,00;0,00;151,64;0,85;0,00;0,00;
0,00;0,00;151,74;0,84;0,00;0,00;
0,00;0,00;151,83;0,82;0,00;0,00;
0,00;0,00;151,93;0,80;0,00;0,00;
0,00;0,00;152,02;0,80;0,00;0,00;
0,00;0,00;152,12;0,80;0,00;0,00;
0,00;0,00;152,22;0,80;0,00;0,00;
0,00;0,00;152,31;0,78;0,00;0,00;
0,00;0,00;152,41;0,77;0,00;0,00;
0,00;0,00;152,50;0,79;0,00;0,00;
0,00;0,00;152,60;0,80;0,00;0,00;
0,00;0,00;152,70;0,80;0,00;0,00;
0,00;0,00;152,79;0,79;0,00;0,00;
0,00;0,00;152,89;0,79;0,00;0,00;
0,00;0,00;152,98;0,82;0,00;0,00;
0,00;0,00;153,08;0,83;0,00;0,00;
0,00;0,00;153,18;0,83;0,00;0,00;
0,00;0,00;153,27;0,86;0,00;0,00;
0,00;0,00;153,37;0,88;0,00;0,00;
0,00;0,00;153,46;0,88;0,00;0,00;
0,00;0,00;153,56;0,90;0,00;0,00;
0,00;0,00;153,66;0,91;0,00;0,00;
0,00;0,00;153,75;0,91;0,00;0,00;
0,00;0,00;153,85;0,91;0,00;0,00;
0,00;0,00;153,94;0,93;0,00;0,00;
0,00;0,00;154,04;0,93;0,00;0,00;
0,00;0,00;154,14;0,91;0,00;0,00;
0,00;0,00;154,23;0,91;0,00;0,00;
0,00;0,00;154,33;0,93;0,00;0,00;
0,00;0,00;154,42;0,93;0,00;0,00;
0,00;0,00;154,52;0,93;0,00;0,00;
0,00;0,00;154,62;0,92;0,00;0,00;
0,00;0,00;154,71;0,93;0,00;0,00;
0,00;0,00;154,81;0,93;0,00;0,00;
0,00;0,00;154,90;0,92;0,00;0,00;
0,00;0,00;155,00;0,91;0,00;0,00;
0,00;0,00;155,10;0,91;0,00;0,00;
0,00;0,00;155,19;0,88;0,00;0,00;
0,00;0,00;155,29;0,88;0,00;0,00;
0,00;0,00;155,38;0,88;0,00;0,00;
0,00;0,00;155,48;0,88;0,00;0,00;
0,00;0,00;155,58;0,86;0,00;0,00;
0,00;0,00;155,67;0,86;0,00;0,00;
0,00;0,00;155,77;0,86;0,00;0,00;
0,00;0,00;155,86;0,85;0,00;0,00;
0,00;0,00;155,96;0,84;0,00;0,00;
0,00;0,00;156,06;0,84;0,00;0,00;
0,00;0,00;156,15;0,83;0,00;0,00;
0,00;0,00;156,25;0,82;0,00;0,00;
0,00;0,00;156,35;0,82;0,00;0,00;
0,00;0,00;156,44;0,80;0,00;0,00;
0,00;0,00;156,53;0,79;0,00;0,00;
0,00;0,00;156,63;0,79;0,00;0,00;
0,00;0,00;156,73;0,77;0,00;0,00;
0,00;0,00;156,82;0,76;0,00;0,00;
0,00;0,00;156,92;0,76;0,00;0,00;
0,00;0,00;157,02;0,77;0,00;0,00;
0,00;0,00;157,11;0,76;0,00;0,00;
0,00;0,00;157,21;0,76;0,00;0,00;
0,00;0,00;157,30;0,76;0,00;0,00;
0,00;0,00;157,40;0,76;0,00;0,00;
0,00;0,00;157,49;0,76;0,00;0,00;
0,00;0,00;157,59;0,76;0,00;0,00;
0,00;0,00;157,69;0,76;0,00;0,00;
0,00;0,00;157,78;0,76;0,00;0,00;
0,00;0,00;157,88;0,78;0,00;0,00;
0,00;0,00;157,98;0,79;0,00;0,00;
0,00;0,00;158,07;0,81;0,00;0,00;
0,00;0,00;158,17;0,81;0,00;0,00;
0,00;0,00;158,26;0,82;0,00;0,00;
0,00;0,00;158,36;0,84;0,00;0,00;
0,00;0,00;158,46;0,84;0,00;0,00;
0,00;0,00;158,55;0,82;0,00;0,00;
0,00;0,00;158,65;0,82;0,00;0,00;
0,00;0,00;158,74;0,83;0,00;0,00;
0,00;0,00;158,84;0,82;0,00;0,00;
0,00;0,00;158,94;0,82;0,00;0,00;
0,00;0,00;159,03;0,83;0,00;0,00;
0,00;0,00;159,06;0,76;0,00;0,00;
0,00;0,00;159,06;0,76;0,00;0,00;
0,00;0,00;159,06;0,76;0,00;0,00;
0,00;0,00;159,06;0,76;0,00;0,00;
0,00;0,00;159,06;0,76;0,00;0,00;
0,00;0,00;159,06;0,76;0,00;0,00;
0,00;0,00;159,06;0,76;0,00;0,00;
0,00;0,00;159,06;0,74;0,00;0,00;
0,00;0,00;159,06;0,74;0,00;0,00;
0,00;0,00;159,06;0,73;0,00;0,00;
0,00;0,00;159,05;0,72;0,00;0,00;
0,00;0,00;159,05;0,70;0,00;0,00;
