8007;27.02.20 16:38:02;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);
0,00;0,00;126,80;0,03;0,00;0,00;
0,00;0,00;126,93;0,03;0,00;0,00;
0,00;0,00;127,06;0,03;0,00;0,00;
0,00;0,00;127,19;0,02;0,00;0,00;
0,00;0,00;127,31;0,02;0,00;0,00;
0,00;0,00;127,44;0,03;0,00;0,00;
0,00;0,00;127,57;0,03;0,00;0,00;
0,00;0,00;127,70;0,03;0,00;0,00;
0,00;0,00;127,83;0,02;0,00;0,00;
0,00;0,00;127,96;0,03;0,00;0,00;
0,00;0,00;128,08;0,03;0,00;0,00;
0,00;0,00;128,21;0,03;0,00;0,00;
0,00;0,00;128,34;0,03;0,00;0,00;
0,00;0,00;128,47;0,02;0,00;0,00;
0,00;0,00;128,59;0,02;0,00;0,00;
0,00;0,00;128,72;0,02;0,00;0,00;
0,00;0,00;128,85;0,03;0,00;0,00;
0,00;0,00;128,98;0,03;0,00;0,00;
0,00;0,00;129,11;0,01;0,00;0,00;
0,00;0,00;129,23;0,02;0,00;0,00;
0,00;0,00;129,36;0,03;0,00;0,00;
0,00;0,00;129,49;0,03;0,00;0,00;
0,00;0,00;129,62;0,03;0,00;0,00;
0,00;0,00;129,75;0,03;0,00;0,00;
0,00;0,00;129,87;0,03;0,00;0,00;
0,00;0,00;130,00;0,03;0,00;0,00;
0,00;0,00;130,13;0,03;0,00;0,00;
0,00;0,00;130,26;0,03;0,00;0,00;
0,00;0,00;130,39;0,02;0,00;0,00;
0,00;0,00;130,52;0,03;0,00;0,00;
0,00;0,00;130,64;0,02;0,00;0,00;
0,00;0,00;130,77;0,03;0,00;0,00;
0,00;0,00;130,90;0,03;0,00;0,00;
0,00;0,00;131,03;0,03;0,00;0,00;
0,00;0,00;131,15;0,03;0,00;0,00;
0,00;0,00;131,28;0,03;0,00;0,00;
0,00;0,00;131,41;0,03;0,00;0,00;
0,00;0,00;131,54;0,02;0,00;0,00;
0,00;0,00;131,67;0,03;0,00;0,00;
0,00;0,00;131,79;0,03;0,00;0,00;
0,00;0,00;131,92;0,02;0,00;0,00;
0,00;0,00;132,05;0,02;0,00;0,00;
0,00;0,00;132,18;0,03;0,00;0,00;
0,00;0,00;132,31;0,03;0,00;0,00;
0,00;0,00;132,43;0,02;0,00;0,00;
0,00;0,00;132,56;0,03;0,00;0,00;
0,00;0,00;132,69;0,03;0,00;0,00;
0,00;0,00;132,82;0,03;0,00;0,00;
0,00;0,00;132,95;0,03;0,00;0,00;
0,00;0,00;133,07;0,03;0,00;0,00;
0,00;0,00;133,20;0,03;0,00;0,00;
0,00;0,00;133,33;0,02;0,00;0,00;
0,00;0,00;133,46;0,03;0,00;0,00;
0,00;0,00;133,59;0,02;0,00;0,00;
0,00;0,00;133,71;0,02;0,00;0,00;
0,00;0,00;133,84;0,03;0,00;0,00;
0,00;0,00;133,97;0,03;0,00;0,00;
0,00;0,00;134,10;0,03;0,00;0,00;
0,00;0,00;134,23;0,03;0,00;0,00;
0,00;0,00;134,36;0,03;0,00;0,00;
0,00;0,00;134,48;0,03;0,00;0,00;
0,00;0,00;134,61;0,02;0,00;0,00;
0,00;0,00;134,74;0,03;0,00;0,00;
0,00;0,00;134,87;0,03;0,00;0,00;
0,00;0,00;134,99;0,03;0,00;0,00;
0,00;0,00;135,12;0,03;0,00;0,00;
0,00;0,00;135,25;0,03;0,00;0,00;
0,00;0,00;135,38;0,03;0,00;0,00;
0,00;0,00;135,51;0,03;0,00;0,00;
0,00;0,00;135,63;0,03;0,00;0,00;
0,00;0,00;135,76;0,03;0,00;0,00;
0,00;0,00;135,89;0,03;0,00;0,00;
0,00;0,00;136,02;0,03;0,00;0,00;
0,00;0,00;136,15;0,03;0,00;0,00;
0,00;0,00;136,27;0,03;0,00;0,00;
0,00;0,00;136,40;0,03;0,00;0,00;
0,00;0,00;136,53;0,03;0,00;0,00;
0,00;0,00;136,66;0,03;0,00;0,00;
0,00;0,00;136,79;0,03;0,00;0,00;
0,00;0,00;136,91;0,03;0,00;0,00;
0,00;0,00;137,04;0,03;0,00;0,00;
0,00;0,00;137,17;0,03;0,00;0,00;
0,00;0,00;137,30;0,03;0,00;0,00;
0,00;0,00;137,43;0,03;0,00;0,00;
0,00;0,00;137,56;0,02;0,00;0,00;
0,00;0,00;137,68;0,03;0,00;0,00;
0,00;0,00;137,81;0,03;0,00;0,00;
0,00;0,00;137,94;0,03;0,00;0,00;
0,00;0,00;138,07;0,03;0,00;0,00;
0,00;0,00;138,19;0,03;0,00;0,00;
0,00;0,00;138,32;0,02;0,00;0,00;
0,00;0,00;138,45;0,03;0,00;0,00;
0,00;0,00;138,58;0,03;0,00;0,00;
0,00;0,00;138,71;0,03;0,00;0,00;
0,00;0,00;138,84;0,03;0,00;0,00;
0,00;0,00;138,96;0,02;0,00;0,00;
0,00;0,00;139,09;0,03;0,00;0,00;
0,00;0,00;139,22;0,03;0,00;0,00;
0,00;0,00;139,35;0,03;0,00;0,00;
0,00;0,00;139,47;0,02;0,00;0,00;
0,00;0,00;139,60;0,02;0,00;0,00;
0,00;0,00;139,73;0,03;0,00;0,00;
0,00;0,00;139,86;0,03;0,00;0,00;
0,00;0,00;139,99;0,03;0,00;0,00;
0,00;0,00;140,11;0,03;0,00;0,00;
0,00;0,00;140,24;0,02;0,00;0,00;
0,00;0,00;140,37;0,03;0,00;0,00;
0,00;0,00;140,50;0,03;0,00;0,00;
0,00;0,00;140,63;0,03;0,00;0,00;
0,00;0,00;140,76;0,03;0,00;0,00;
0,00;0,00;140,88;0,03;0,00;0,00;
0,00;0,00;141,01;0,03;0,00;0,00;
0,00;0,00;141,14;0,03;0,00;0,00;
0,00;0,00;141,27;0,03;0,00;0,00;
0,00;0,00;141,40;0,03;0,00;0,00;
0,00;0,00;141,52;0,03;0,00;0,00;
0,00;0,00;141,65;0,03;0,00;0,00;
0,00;0,00;141,78;0,03;0,00;0,00;
0,00;0,00;141,91;0,02;0,00;0,00;
0,00;0,00;142,03;0,03;0,00;0,00;
0,00;0,00;142,16;0,03;0,00;0,00;
0,00;0,00;142,29;0,03;0,00;0,00;
0,00;0,00;142,42;0,03;0,00;0,00;
0,00;0,00;142,55;0,03;0,00;0,00;
0,00;0,00;142,68;0,03;0,00;0,00;
0,00;0,00;142,80;0,03;0,00;0,00;
0,00;0,00;142,93;0,03;0,00;0,00;
0,00;0,00;143,06;0,03;0,00;0,00;
0,00;0,00;143,19;0,03;0,00;0,00;
0,00;0,00;143,31;0,03;0,00;0,00;
0,00;0,00;143,44;0,03;0,00;0,00;
0,00;0,00;143,57;0,03;0,00;0,00;
0,00;0,00;143,70;0,03;0,00;0,00;
0,00;0,00;143,83;0,03;0,00;0,00;
0,00;0,00;143,95;0,03;0,00;0,00;
0,00;0,00;144,08;0,03;0,00;0,00;
0,00;0,00;144,21;0,02;0,00;0,00;
0,00;0,00;144,34;0,03;0,00;0,00;
0,00;0,00;144,47;0,03;0,00;0,00;
0,00;0,00;144,59;0,03;0,00;0,00;
0,00;0,00;144,72;0,03;0,00;0,00;
0,00;0,00;144,85;0,03;0,00;0,00;
0,00;0,00;144,98;0,03;0,00;0,00;
0,00;0,00;145,11;0,03;0,00;0,00;
0,00;0,00;145,23;0,03;0,00;0,00;
0,00;0,00;145,36;0,03;0,00;0,00;
0,00;0,00;145,49;0,03;0,00;0,00;
0,00;0,00;145,62;0,03;0,00;0,00;
0,00;0,00;145,75;0,03;0,00;0,00;
0,00;0,00;145,87;0,02;0,00;0,00;
0,00;0,00;146,00;0,03;0,00;0,00;
0,00;0,00;146,13;0,02;0,00;0,00;
0,00;0,00;146,26;0,03;0,00;0,00;
0,00;0,00;146,39;0,03;0,00;0,00;
0,00;0,00;146,51;0,03;0,00;0,00;
0,00;0,00;146,64;0,03;0,00;0,00;
0,00;0,00;146,77;0,03;0,00;0,00;
0,00;0,00;146,90;0,03;0,00;0,00;
0,00;0,00;147,03;0,03;0,00;0,00;
0,00;0,00;147,15;0,02;0,00;0,00;
0,00;0,00;147,28;0,03;0,00;0,00;
0,00;0,00;147,41;0,03;0,00;0,00;
0,00;0,00;147,54;0,03;0,00;0,00;
0,00;0,00;147,67;0,03;0,00;0,00;
0,00;0,00;147,79;0,03;0,00;0,00;
0,00;0,00;147,92;0,03;0,00;0,00;
0,00;0,00;148,05;0,03;0,00;0,00;
0,00;0,00;148,18;0,03;0,00;0,00;
0,00;0,00;148,31;0,03;0,00;0,00;
0,00;0,00;148,43;0,03;0,00;0,00;
0,00;0,00;148,56;0,03;0,00;0,00;
0,00;0,00;148,69;0,03;0,00;0,00;
0,00;0,00;148,82;0,03;0,00;0,00;
0,00;0,00;148,95;0,03;0,00;0,00;
0,00;0,00;149,07;0,03;0,00;0,00;
0,00;0,00;149,20;0,03;0,00;0,00;
0,00;0,00;149,33;0,03;0,00;0,00;
0,00;0,00;149,46;0,03;0,00;0,00;
0,00;0,00;149,59;0,02;0,00;0,00;
0,00;0,00;149,71;0,03;0,00;0,00;
0,00;0,00;149,84;0,03;0,00;0,00;
0,00;0,00;149,97;0,03;0,00;0,00;
0,00;0,00;150,10;0,03;0,00;0,00;
0,00;0,00;150,23;0,03;0,00;0,00;
0,00;0,00;150,35;0,03;0,00;0,00;
0,00;0,00;150,48;0,03;0,00;0,00;
0,00;0,00;150,61;0,03;0,00;0,00;
0,00;0,00;150,74;0,02;0,00;0,00;
0,00;0,00;150,87;0,02;0,00;0,00;
0,00;0,00;150,99;0,03;0,00;0,00;
0,00;0,00;151,12;0,03;0,00;0,00;
0,00;0,00;151,25;0,02;0,00;0,00;
0,00;0,00;151,38;0,03;0,00;0,00;
0,00;0,00;151,51;0,03;0,00;0,00;
0,00;0,00;151,64;0,03;0,00;0,00;
0,00;0,00;151,76;0,02;0,00;0,00;
0,00;0,00;151,89;0,03;0,00;0,00;
0,00;0,00;152,02;0,03;0,00;0,00;
0,00;0,00;152,15;0,03;0,00;0,00;
0,00;0,00;152,27;0,03;0,00;0,00;
0,00;0,00;152,40;0,03;0,00;0,00;
0,00;0,00;152,53;0,03;0,00;0,00;
0,00;0,00;152,66;0,03;0,00;0,00;
0,00;0,00;152,79;0,03;0,00;0,00;
0,00;0,00;152,92;0,03;0,00;0,00;
0,00;0,00;153,04;0,03;0,00;0,00;
0,00;0,00;153,17;0,02;0,00;0,00;
0,00;0,00;153,30;0,03;0,00;0,00;
0,00;0,00;153,43;0,03;0,00;0,00;
0,00;0,00;153,56;0,03;0,00;0,00;
0,00;0,00;153,68;0,03;0,00;0,00;
0,00;0,00;153,81;0,03;0,00;0,00;
0,00;0,00;153,94;0,03;0,00;0,00;
0,00;0,00;154,07;0,03;0,00;0,00;
0,00;0,00;154,19;0,03;0,00;0,00;
0,00;0,00;154,32;0,02;0,00;0,00;
0,00;0,00;154,45;0,03;0,00;0,00;
0,00;0,00;154,58;0,03;0,00;0,00;
0,00;0,00;154,71;0,03;0,00;0,00;
0,00;0,00;154,84;0,03;0,00;0,00;
0,00;0,00;154,96;0,03;0,00;0,00;
0,00;0,00;155,09;0,03;0,00;0,00;
0,00;0,00;155,22;0,03;0,00;0,00;
0,00;0,00;155,35;0,03;0,00;0,00;
0,00;0,00;155,47;0,03;0,00;0,00;
0,00;0,00;155,60;0,03;0,00;0,00;
0,00;0,00;155,73;0,02;0,00;0,00;
0,00;0,00;155,86;0,03;0,00;0,00;
0,00;0,00;155,99;0,03;0,00;0,00;
0,00;0,00;156,11;0,02;0,00;0,00;
0,00;0,00;156,24;0,03;0,00;0,00;
0,00;0,00;156,37;0,03;0,00;0,00;
0,00;0,00;156,50;0,03;0,00;0,00;
0,00;0,00;156,63;0,03;0,00;0,00;
0,00;0,00;156,76;0,03;0,00;0,00;
0,00;0,00;156,88;0,03;0,00;0,00;
0,00;0,00;157,01;0,03;0,00;0,00;
0,00;0,00;157,14;0,03;0,00;0,00;
0,00;0,00;157,27;0,03;0,00;0,00;
0,00;0,00;157,39;0,03;0,00;0,00;
0,00;0,00;157,52;0,03;0,00;0,00;
0,00;0,00;157,65;0,03;0,00;0,00;
0,00;0,00;157,78;0,03;0,00;0,00;
0,00;0,00;157,91;0,02;0,00;0,00;
0,00;0,00;158,04;0,03;0,00;0,00;
0,00;0,00;158,16;0,03;0,00;0,00;
0,00;0,00;158,29;0,03;0,00;0,00;
0,00;0,00;158,42;0,03;0,00;0,00;
0,00;0,00;158,55;0,03;0,00;0,00;
0,00;0,00;158,67;0,03;0,00;0,00;
0,00;0,00;158,80;0,03;0,00;0,00;
0,00;0,00;158,93;0,02;0,00;0,00;
0,00;0,00;159,06;0,03;0,00;0,00;
0,00;0,00;159,19;0,03;0,00;0,00;
0,00;0,00;159,31;0,03;0,00;0,00;
0,00;0,00;159,44;0,03;0,00;0,00;
0,00;0,00;159,57;0,03;0,00;0,00;
0,00;0,00;159,70;0,03;0,00;0,00;
0,00;0,00;159,83;0,03;0,00;0,00;
0,00;0,00;159,95;0,03;0,00;0,00;
0,00;0,00;160,08;0,04;0,00;0,00;
0,00;0,00;160,21;0,10;0,00;0,00;
0,00;0,00;160,34;0,23;0,00;0,00;
0,00;0,00;160,46;0,49;0,00;0,00;
0,00;0,00;160,58;1,06;0,00;0,00;
0,00;0,00;160,70;2,18;0,00;0,00;
0,00;0,00;160,78;3,39;0,00;0,00;
0,00;0,00;160,78;3,18;0,00;0,00;
0,00;0,00;160,79;3,18;0,00;0,00;
0,00;0,00;160,79;3,18;0,00;0,00;
0,00;0,00;160,80;3,18;0,00;0,00;
0,00;0,00;160,76;2,42;0,00;0,00;
0,00;0,00;160,35;0,07;0,00;0,00;
0,00;0,00;160,24;0,02;0,00;0,00;
0,00;0,00;160,22;0,01;0,00;0,00;
0,00;0,00;160,21;0,01;0,00;0,00;
