7997;27.02.20 16:19:09;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);
0,00;0,00;128,21;1,14;0,00;0,00;
0,00;0,00;128,34;1,17;0,00;0,00;
0,00;0,00;128,47;1,17;0,00;0,00;
0,00;0,00;128,59;1,20;0,00;0,00;
0,00;0,00;128,72;1,20;0,00;0,00;
0,00;0,00;128,85;1,20;0,00;0,00;
0,00;0,00;128,98;1,23;0,00;0,00;
0,00;0,00;129,11;1,24;0,00;0,00;
0,00;0,00;129,23;1,24;0,00;0,00;
0,00;0,00;129,36;1,25;0,00;0,00;
0,00;0,00;129,49;1,28;0,00;0,00;
0,00;0,00;129,62;1,29;0,00;0,00;
0,00;0,00;129,75;1,31;0,00;0,00;
0,00;0,00;129,87;1,33;0,00;0,00;
0,00;0,00;130,00;1,34;0,00;0,00;
0,00;0,00;130,13;1,34;0,00;0,00;
0,00;0,00;130,26;1,34;0,00;0,00;
0,00;0,00;130,39;1,35;0,00;0,00;
0,00;0,00;130,52;1,36;0,00;0,00;
0,00;0,00;130,64;1,39;0,00;0,00;
0,00;0,00;130,77;1,39;0,00;0,00;
0,00;0,00;130,90;1,39;0,00;0,00;
0,00;0,00;131,03;1,39;0,00;0,00;
0,00;0,00;131,15;1,43;0,00;0,00;
0,00;0,00;131,28;1,45;0,00;0,00;
0,00;0,00;131,41;1,47;0,00;0,00;
0,00;0,00;131,54;1,49;0,00;0,00;
0,00;0,00;131,67;1,53;0,00;0,00;
0,00;0,00;131,79;1,55;0,00;0,00;
0,00;0,00;131,92;1,56;0,00;0,00;
0,00;0,00;132,05;1,59;0,00;0,00;
0,00;0,00;132,18;1,61;0,00;0,00;
0,00;0,00;132,31;1,64;0,00;0,00;
0,00;0,00;132,43;1,67;0,00;0,00;
0,00;0,00;132,56;1,69;0,00;0,00;
0,00;0,00;132,69;1,71;0,00;0,00;
0,00;0,00;132,82;1,72;0,00;0,00;
0,00;0,00;132,95;1,74;0,00;0,00;
0,00;0,00;133,07;1,77;0,00;0,00;
0,00;0,00;133,20;1,77;0,00;0,00;
0,00;0,00;133,33;1,80;0,00;0,00;
0,00;0,00;133,46;1,82;0,00;0,00;
0,00;0,00;133,59;1,84;0,00;0,00;
0,00;0,00;133,71;1,84;0,00;0,00;
0,00;0,00;133,84;1,86;0,00;0,00;
0,00;0,00;133,97;1,85;0,00;0,00;
0,00;0,00;134,10;1,88;0,00;0,00;
0,00;0,00;134,23;1,91;0,00;0,00;
0,00;0,00;134,35;1,91;0,00;0,00;
0,00;0,00;134,48;1,93;0,00;0,00;
0,00;0,00;134,61;1,94;0,00;0,00;
0,00;0,00;134,74;1,96;0,00;0,00;
0,00;0,00;134,87;1,97;0,00;0,00;
0,00;0,00;134,99;1,99;0,00;0,00;
0,00;0,00;135,12;2,01;0,00;0,00;
0,00;0,00;135,25;2,02;0,00;0,00;
0,00;0,00;135,38;2,04;0,00;0,00;
0,00;0,00;135,51;2,06;0,00;0,00;
0,00;0,00;135,63;2,08;0,00;0,00;
0,00;0,00;135,76;2,10;0,00;0,00;
0,00;0,00;135,89;2,12;0,00;0,00;
0,00;0,00;136,02;2,15;0,00;0,00;
0,00;0,00;136,15;2,18;0,00;0,00;
0,00;0,00;136,27;2,19;0,00;0,00;
0,00;0,00;136,40;2,21;0,00;0,00;
0,00;0,00;136,53;2,22;0,00;0,00;
0,00;0,00;136,66;2,25;0,00;0,00;
0,00;0,00;136,79;2,26;0,00;0,00;
0,00;0,00;136,91;2,28;0,00;0,00;
0,00;0,00;137,04;2,28;0,00;0,00;
0,00;0,00;137,17;2,29;0,00;0,00;
0,00;0,00;137,30;2,28;0,00;0,00;
0,00;0,00;137,42;2,30;0,00;0,00;
0,00;0,00;137,56;2,28;0,00;0,00;
0,00;0,00;137,68;2,31;0,00;0,00;
0,00;0,00;137,81;2,31;0,00;0,00;
0,00;0,00;137,94;2,31;0,00;0,00;
0,00;0,00;138,07;2,31;0,00;0,00;
0,00;0,00;138,19;2,30;0,00;0,00;
0,00;0,00;138,32;2,29;0,00;0,00;
0,00;0,00;138,45;2,29;0,00;0,00;
0,00;0,00;138,58;2,28;0,00;0,00;
0,00;0,00;138,71;2,25;0,00;0,00;
0,00;0,00;138,84;2,23;0,00;0,00;
0,00;0,00;138,96;2,22;0,00;0,00;
0,00;0,00;139,09;2,18;0,00;0,00;
0,00;0,00;139,22;2,15;0,00;0,00;
0,00;0,00;139,35;2,13;0,00;0,00;
0,00;0,00;139,48;2,12;0,00;0,00;
0,00;0,00;139,60;2,08;0,00;0,00;
0,00;0,00;139,73;2,07;0,00;0,00;
0,00;0,00;139,86;2,04;0,00;0,00;
0,00;0,00;139,99;2,03;0,00;0,00;
0,00;0,00;140,11;2,02;0,00;0,00;
0,00;0,00;140,24;2,01;0,00;0,00;
0,00;0,00;140,37;2,01;0,00;0,00;
0,00;0,00;140,50;2,01;0,00;0,00;
0,00;0,00;140,63;2,00;0,00;0,00;
0,00;0,00;140,76;2,00;0,00;0,00;
0,00;0,00;140,88;2,01;0,00;0,00;
0,00;0,00;141,01;2,00;0,00;0,00;
0,00;0,00;141,14;2,01;0,00;0,00;
0,00;0,00;141,27;2,01;0,00;0,00;
0,00;0,00;141,40;2,02;0,00;0,00;
0,00;0,00;141,52;2,02;0,00;0,00;
0,00;0,00;141,65;2,04;0,00;0,00;
0,00;0,00;141,78;2,05;0,00;0,00;
0,00;0,00;141,91;2,07;0,00;0,00;
0,00;0,00;142,03;2,08;0,00;0,00;
0,00;0,00;142,16;2,11;0,00;0,00;
0,00;0,00;142,29;2,12;0,00;0,00;
0,00;0,00;142,42;2,13;0,00;0,00;
0,00;0,00;142,55;2,13;0,00;0,00;
0,00;0,00;142,68;2,13;0,00;0,00;
0,00;0,00;142,80;2,12;0,00;0,00;
0,00;0,00;142,93;2,11;0,00;0,00;
0,00;0,00;143,06;2,11;0,00;0,00;
0,00;0,00;143,19;2,10;0,00;0,00;
0,00;0,00;143,32;2,09;0,00;0,00;
0,00;0,00;143,44;2,07;0,00;0,00;
0,00;0,00;143,57;2,04;0,00;0,00;
0,00;0,00;143,70;2,02;0,00;0,00;
0,00;0,00;143,83;2,00;0,00;0,00;
0,00;0,00;143,96;1,97;0,00;0,00;
0,00;0,00;144,08;1,95;0,00;0,00;
0,00;0,00;144,21;1,93;0,00;0,00;
0,00;0,00;144,34;1,91;0,00;0,00;
0,00;0,00;144,47;1,91;0,00;0,00;
0,00;0,00;144,59;1,91;0,00;0,00;
0,00;0,00;144,72;1,90;0,00;0,00;
0,00;0,00;144,85;1,87;0,00;0,00;
0,00;0,00;144,98;1,85;0,00;0,00;
0,00;0,00;145,11;1,85;0,00;0,00;
0,00;0,00;145,23;1,85;0,00;0,00;
0,00;0,00;145,36;1,85;0,00;0,00;
0,00;0,00;145,49;1,84;0,00;0,00;
0,00;0,00;145,62;1,83;0,00;0,00;
0,00;0,00;145,75;1,84;0,00;0,00;
0,00;0,00;145,87;1,83;0,00;0,00;
0,00;0,00;146,00;1,84;0,00;0,00;
0,00;0,00;146,13;1,83;0,00;0,00;
0,00;0,00;146,26;1,85;0,00;0,00;
0,00;0,00;146,39;1,87;0,00;0,00;
0,00;0,00;146,51;1,86;0,00;0,00;
0,00;0,00;146,64;1,88;0,00;0,00;
0,00;0,00;146,77;1,90;0,00;0,00;
0,00;0,00;146,90;1,90;0,00;0,00;
0,00;0,00;147,03;1,91;0,00;0,00;
0,00;0,00;147,15;1,92;0,00;0,00;
0,00;0,00;147,28;1,93;0,00;0,00;
0,00;0,00;147,41;1,96;0,00;0,00;
0,00;0,00;147,54;1,96;0,00;0,00;
0,00;0,00;147,67;1,99;0,00;0,00;
0,00;0,00;147,79;1,99;0,00;0,00;
0,00;0,00;147,92;2,00;0,00;0,00;
0,00;0,00;148,05;2,01;0,00;0,00;
0,00;0,00;148,18;2,02;0,00;0,00;
0,00;0,00;148,31;1,99;0,00;0,00;
0,00;0,00;148,43;1,99;0,00;0,00;
0,00;0,00;148,56;1,98;0,00;0,00;
0,00;0,00;148,69;1,99;0,00;0,00;
0,00;0,00;148,82;1,96;0,00;0,00;
0,00;0,00;148,95;1,95;0,00;0,00;
0,00;0,00;149,07;1,94;0,00;0,00;
0,00;0,00;149,20;1,93;0,00;0,00;
0,00;0,00;149,33;1,90;0,00;0,00;
0,00;0,00;149,46;1,88;0,00;0,00;
0,00;0,00;149,59;1,86;0,00;0,00;
0,00;0,00;149,72;1,85;0,00;0,00;
0,00;0,00;149,84;1,85;0,00;0,00;
0,00;0,00;149,97;1,85;0,00;0,00;
0,00;0,00;150,10;1,84;0,00;0,00;
0,00;0,00;150,23;1,82;0,00;0,00;
0,00;0,00;150,35;1,80;0,00;0,00;
0,00;0,00;150,48;1,81;0,00;0,00;
0,00;0,00;150,61;1,81;0,00;0,00;
0,00;0,00;150,74;1,80;0,00;0,00;
0,00;0,00;150,87;1,81;0,00;0,00;
0,00;0,00;150,99;1,80;0,00;0,00;
0,00;0,00;151,12;1,79;0,00;0,00;
0,00;0,00;151,25;1,79;0,00;0,00;
0,00;0,00;151,38;1,77;0,00;0,00;
0,00;0,00;151,51;1,77;0,00;0,00;
0,00;0,00;151,64;1,77;0,00;0,00;
0,00;0,00;151,76;1,77;0,00;0,00;
0,00;0,00;151,89;1,77;0,00;0,00;
0,00;0,00;152,02;1,77;0,00;0,00;
0,00;0,00;152,15;1,77;0,00;0,00;
0,00;0,00;152,27;1,77;0,00;0,00;
0,00;0,00;152,40;1,77;0,00;0,00;
0,00;0,00;152,53;1,78;0,00;0,00;
0,00;0,00;152,66;1,79;0,00;0,00;
0,00;0,00;152,79;1,80;0,00;0,00;
0,00;0,00;152,92;1,81;0,00;0,00;
0,00;0,00;153,04;1,81;0,00;0,00;
0,00;0,00;153,17;1,80;0,00;0,00;
0,00;0,00;153,30;1,81;0,00;0,00;
0,00;0,00;153,43;1,79;0,00;0,00;
0,00;0,00;153,56;1,80;0,00;0,00;
0,00;0,00;153,68;1,79;0,00;0,00;
0,00;0,00;153,81;1,78;0,00;0,00;
0,00;0,00;153,94;1,77;0,00;0,00;
0,00;0,00;154,07;1,77;0,00;0,00;
0,00;0,00;154,19;1,77;0,00;0,00;
0,00;0,00;154,32;1,75;0,00;0,00;
0,00;0,00;154,45;1,75;0,00;0,00;
0,00;0,00;154,58;1,74;0,00;0,00;
0,00;0,00;154,71;1,75;0,00;0,00;
0,00;0,00;154,84;1,73;0,00;0,00;
0,00;0,00;154,96;1,74;0,00;0,00;
0,00;0,00;155,09;1,72;0,00;0,00;
0,00;0,00;155,22;1,73;0,00;0,00;
0,00;0,00;155,35;1,72;0,00;0,00;
0,00;0,00;155,47;1,72;0,00;0,00;
0,00;0,00;155,60;1,72;0,00;0,00;
0,00;0,00;155,73;1,72;0,00;0,00;
0,00;0,00;155,86;1,72;0,00;0,00;
0,00;0,00;155,99;1,72;0,00;0,00;
0,00;0,00;156,11;1,72;0,00;0,00;
0,00;0,00;156,24;1,72;0,00;0,00;
0,00;0,00;156,37;1,72;0,00;0,00;
0,00;0,00;156,50;1,72;0,00;0,00;
0,00;0,00;156,63;1,71;0,00;0,00;
0,00;0,00;156,76;1,70;0,00;0,00;
0,00;0,00;156,88;1,72;0,00;0,00;
0,00;0,00;157,01;1,72;0,00;0,00;
0,00;0,00;157,14;1,73;0,00;0,00;
0,00;0,00;157,27;1,73;0,00;0,00;
0,00;0,00;157,39;1,73;0,00;0,00;
0,00;0,00;157,52;1,72;0,00;0,00;
0,00;0,00;157,65;1,73;0,00;0,00;
0,00;0,00;157,78;1,72;0,00;0,00;
0,00;0,00;157,91;1,72;0,00;0,00;
0,00;0,00;158,04;1,72;0,00;0,00;
0,00;0,00;158,16;1,72;0,00;0,00;
0,00;0,00;158,29;1,72;0,00;0,00;
0,00;0,00;158,42;1,69;0,00;0,00;
0,00;0,00;158,55;1,69;0,00;0,00;
0,00;0,00;158,67;1,67;0,00;0,00;
0,00;0,00;158,80;1,66;0,00;0,00;
0,00;0,00;158,93;1,65;0,00;0,00;
0,00;0,00;159,06;1,64;0,00;0,00;
0,00;0,00;159,19;1,63;0,00;0,00;
0,00;0,00;159,31;1,61;0,00;0,00;
0,00;0,00;159,44;1,61;0,00;0,00;
0,00;0,00;159,57;1,59;0,00;0,00;
0,00;0,00;159,70;1,58;0,00;0,00;
0,00;0,00;159,83;1,56;0,00;0,00;
0,00;0,00;159,96;1,56;0,00;0,00;
0,00;0,00;160,08;1,56;0,00;0,00;
0,00;0,00;160,21;1,54;0,00;0,00;
0,00;0,00;160,34;1,54;0,00;0,00;
0,00;0,00;160,47;1,53;0,00;0,00;
0,00;0,00;160,59;1,73;0,00;0,00;
0,00;0,00;160,69;4,09;0,00;0,00;
0,00;0,00;160,76;5,93;0,00;0,00;
0,00;0,00;160,77;5,88;0,00;0,00;
0,00;0,00;160,78;5,93;0,00;0,00;
0,00;0,00;160,79;5,97;0,00;0,00;
0,00;0,00;160,79;6,01;0,00;0,00;
0,00;0,00;160,79;6,02;0,00;0,00;
0,00;0,00;160,80;6,04;0,00;0,00;
0,00;0,00;160,93;9,32;0,00;0,00;
0,00;0,00;161,21;18,69;0,00;0,00;
0,00;0,00;161,08;13,92;0,00;0,00;
0,00;0,00;161,19;17,34;0,00;0,00;
0,00;0,00;161,20;17,69;0,00;0,00;
0,00;0,00;161,20;17,34;0,00;0,00;
