3847;13.02.20 12:31:13;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force > max. force (8);20200213111341;
0,00;0,00;142,54;0,16;0,00;0,00;
0,00;0,00;144,95;0,23;0,00;0,00;
0,00;0,00;147,35;0,30;0,00;0,00;
0,00;0,00;149,74;0,23;0,00;0,00;
0,00;0,00;152,15;0,16;0,00;0,00;
0,00;0,00;154,54;0,37;0,00;0,00;
0,00;0,00;156,94;0,16;0,00;0,00;
0,00;0,00;158,97;0,37;0,00;0,00;
0,00;0,00;160,68;0,30;0,00;0,00;
0,00;0,00;162,04;0,22;0,00;0,00;
0,00;0,00;162,99;0,22;0,00;0,00;
0,00;0,00;163,56;0,16;0,00;0,00;
0,00;0,00;163,76;0,23;0,00;0,00;
0,00;0,00;163,82;0,23;0,00;0,00;
0,00;0,00;163,82;0,23;0,00;0,00;
0,00;0,00;163,99;0,23;0,00;0,00;
0,00;0,00;164,12;0,23;0,00;0,00;
0,00;0,00;164,29;0,23;0,00;0,00;
0,00;0,00;164,45;0,23;0,00;0,00;
0,00;0,00;164,61;0,30;0,00;0,00;
0,00;0,00;164,77;0,23;0,00;0,00;
0,00;0,00;164,93;0,23;0,00;0,00;
0,00;0,00;165,09;0,23;0,00;0,00;
0,00;0,00;165,25;0,23;0,00;0,00;
0,00;0,00;165,41;0,23;0,00;0,00;
0,00;0,00;165,57;0,23;0,00;0,00;
0,00;0,00;165,73;0,23;0,00;0,00;
0,00;0,00;165,89;0,45;0,00;0,00;
0,00;0,00;166,05;0,23;0,00;0,00;
0,00;0,00;166,21;0,37;0,00;0,00;
0,00;0,00;166,37;0,30;0,00;0,00;
0,00;0,00;166,53;0,23;0,00;0,00;
0,00;0,00;166,69;0,23;0,00;0,00;
0,00;0,00;166,85;0,30;0,00;0,00;
0,00;0,00;167,01;0,37;0,00;0,00;
0,00;0,00;167,17;0,23;0,00;0,00;
0,00;0,00;167,33;0,30;0,00;0,00;
0,00;0,00;167,49;0,23;0,00;0,00;
0,00;0,00;167,65;0,30;0,00;0,00;
0,00;0,00;167,81;0,30;0,00;0,00;
0,00;0,00;167,97;0,23;0,00;0,00;
0,00;0,00;168,13;0,30;0,00;0,00;
0,00;0,00;168,29;0,23;0,00;0,00;
0,00;0,00;168,45;0,30;0,00;0,00;
0,00;0,00;168,61;0,37;0,00;0,00;
0,00;0,00;168,77;0,30;0,00;0,00;
0,00;0,00;168,93;0,53;0,00;0,00;
0,00;0,00;169,08;8,36;0,00;0,00;
0,00;0,00;169,14;7,46;0,00;0,00;
0,00;0,00;169,17;8,29;0,00;0,00;
0,00;0,00;169,18;8,15;0,00;0,00;
0,00;0,00;169,18;7,83;0,00;0,00;
0,00;0,00;169,18;7,83;0,00;0,00;
0,00;0,00;169,18;7,83;0,00;0,00;
0,00;0,00;169,18;7,76;0,00;0,00;
0,00;0,00;169,18;7,68;0,00;0,00;
0,00;0,00;169,18;7,60;0,00;0,00;
0,00;0,00;169,18;7,60;0,00;0,00;
0,00;0,00;169,18;7,60;0,00;0,00;
0,00;0,00;169,18;7,60;0,00;0,00;
