3564;07.09.20 13:43:12;21;Avvicinamento Pressata Finale;force < min. force (9);20200907093229A0211;
0,00;0,00;229,62;-0,04;0,00;0,00;
0,00;0,00;232,02;-0,04;0,00;0,00;
0,00;0,00;234,42;-0,04;0,00;0,00;
0,00;0,00;251,22;-0,04;0,00;0,00;
0,00;0,00;253,50;-0,05;0,00;0,00;
0,00;0,00;255,26;-0,09;0,00;0,00;
0,00;0,00;256,61;-0,04;0,00;0,00;
0,00;0,00;257,82;-0,04;0,00;0,00;
0,00;0,00;257,90;0,04;0,00;0,00;
0,00;0,00;257,90;-0,04;0,00;0,00;
0,00;0,00;258,03;-0,09;0,00;0,00;
0,00;0,00;258,26;0,04;0,00;0,00;
0,00;0,00;258,40;0,04;0,00;0,00;
0,00;0,00;258,53;0,04;0,00;0,00;
0,00;0,00;259,29;0,04;0,00;0,00;
0,00;0,00;259,55;0,04;0,00;0,00;
0,00;0,00;260,19;0,04;0,00;0,00;
0,00;0,00;261,34;0,04;0,00;0,00;
0,00;0,00;261,60;0,04;0,00;0,00;
0,00;0,00;261,73;0,04;0,00;0,00;
0,00;0,00;262,49;0,08;0,00;0,00;
0,00;0,00;262,62;0,08;0,00;0,00;
0,00;0,00;263,13;0,04;0,00;0,00;
0,00;0,00;263,39;0,04;0,00;0,00;
0,00;0,00;263,52;0,04;0,00;0,00;
0,00;0,00;263,77;0,04;0,00;0,00;
0,00;0,00;264,93;0,04;0,00;0,00;
0,00;0,00;265,05;0,04;0,00;0,00;
0,00;0,00;265,31;0,04;0,00;0,00;
0,00;0,00;265,44;0,04;0,00;0,00;
0,00;0,00;265,82;0,08;0,00;0,00;
0,00;0,00;266,21;0,04;0,00;0,00;
0,00;0,00;266,46;0,04;0,00;0,00;
0,00;0,00;266,59;0,04;0,00;0,00;
0,00;0,00;266,72;0,04;0,00;0,00;
0,00;0,00;266,85;0,04;0,00;0,00;
0,00;0,00;266,97;0,04;0,00;0,00;
0,00;0,00;267,10;0,04;0,00;0,00;
0,00;0,00;267,49;0,04;0,00;0,00;
0,00;0,00;267,61;0,04;0,00;0,00;
0,00;0,00;267,87;0,04;0,00;0,00;
0,00;0,00;268,13;0,04;0,00;0,00;
0,00;0,00;268,25;0,04;0,00;0,00;
0,00;0,00;268,38;0,04;0,00;0,00;
0,00;0,00;268,51;0,04;0,00;0,00;
0,00;0,00;268,64;0,04;0,00;0,00;
0,00;0,00;268,77;0,04;0,00;0,00;
0,00;0,00;268,89;0,08;0,00;0,00;
0,00;0,00;269,28;0,04;0,00;0,00;
0,00;0,00;269,92;0,04;0,00;0,00;
0,00;0,00;270,05;0,04;0,00;0,00;
0,00;0,00;270,17;0,08;0,00;0,00;
0,00;0,00;270,94;0,04;0,00;0,00;
0,00;0,00;271,20;0,04;0,00;0,00;
0,00;0,00;271,33;0,04;0,00;0,00;
0,00;0,00;271,58;0,04;0,00;0,00;
0,00;0,00;271,84;0,04;0,00;0,00;
0,00;0,00;272,22;0,08;0,00;0,00;
0,00;0,00;272,48;0,04;0,00;0,00;
0,00;0,00;272,99;0,04;0,00;0,00;
0,00;0,00;273,12;0,04;0,00;0,00;
0,00;0,00;273,25;0,04;0,00;0,00;
0,00;0,00;273,63;0,08;0,00;0,00;
0,00;0,00;274,01;0,08;0,00;0,00;
0,00;0,00;274,91;0,04;0,00;0,00;
0,00;0,00;275,68;0,04;0,00;0,00;
0,00;0,00;275,81;0,08;0,00;0,00;
0,00;0,00;276,06;0,04;0,00;0,00;
0,00;0,00;276,32;0,04;0,00;0,00;
0,00;0,00;276,45;0,04;0,00;0,00;
0,00;0,00;276,70;0,08;0,00;0,00;
0,00;0,00;276,96;0,04;0,00;0,00;
0,00;0,00;277,21;0,04;0,00;0,00;
0,00;0,00;277,34;0,04;0,00;0,00;
0,00;0,00;277,60;0,04;0,00;0,00;
0,00;0,00;277,91;0,08;0,00;0,00;
0,00;0,00;277,90;0,04;0,00;0,00;
