2662;10.02.20 18:26:23;21;Avvicinamento Pressata Finale;force > max. force (8);20200210173657;
0,00;0,00;265,90;0,08;0,00;0,00;
0,00;0,00;266,06;0,08;0,00;0,00;
0,00;0,00;266,22;0,08;0,00;0,00;
0,00;0,00;266,38;0,17;0,00;0,00;
0,00;0,00;266,54;0,12;0,00;0,00;
0,00;0,00;266,70;0,12;0,00;0,00;
0,00;0,00;266,86;0,12;0,00;0,00;
0,00;0,00;267,02;0,12;0,00;0,00;
0,00;0,00;267,34;0,08;0,00;0,00;
0,00;0,00;267,66;0,08;0,00;0,00;
0,00;0,00;267,82;0,12;0,00;0,00;
0,00;0,00;267,98;0,08;0,00;0,00;
0,00;0,00;268,30;0,12;0,00;0,00;
0,00;0,00;268,46;0,08;0,00;0,00;
0,00;0,00;268,62;0,12;0,00;0,00;
0,00;0,00;268,78;0,17;0,00;0,00;
0,00;0,00;268,94;0,08;0,00;0,00;
0,00;0,00;269,10;0,08;0,00;0,00;
0,00;0,00;269,26;0,08;0,00;0,00;
0,00;0,00;269,42;0,08;0,00;0,00;
0,00;0,00;269,58;0,12;0,00;0,00;
0,00;0,00;269,74;0,08;0,00;0,00;
0,00;0,00;269,90;0,08;0,00;0,00;
0,00;0,00;270,06;0,04;0,00;0,00;
0,00;0,00;270,38;0,12;0,00;0,00;
0,00;0,00;270,54;0,04;0,00;0,00;
0,00;0,00;270,70;0,08;0,00;0,00;
0,00;0,00;270,86;0,04;0,00;0,00;
0,00;0,00;271,02;0,17;0,00;0,00;
0,00;0,00;271,18;0,08;0,00;0,00;
0,00;0,00;271,34;0,04;0,00;0,00;
0,00;0,00;271,50;0,04;0,00;0,00;
0,00;0,00;271,66;0,08;0,00;0,00;
0,00;0,00;271,82;0,08;0,00;0,00;
0,00;0,00;271,98;0,04;0,00;0,00;
0,00;0,00;272,14;0,08;0,00;0,00;
0,00;0,00;272,30;0,12;0,00;0,00;
0,00;0,00;272,62;0,08;0,00;0,00;
0,00;0,00;272,78;0,12;0,00;0,00;
0,00;0,00;272,94;0,04;0,00;0,00;
0,00;0,00;273,10;0,04;0,00;0,00;
0,00;0,00;273,26;0,08;0,00;0,00;
0,00;0,00;273,42;0,12;0,00;0,00;
0,00;0,00;273,58;0,08;0,00;0,00;
0,00;0,00;273,74;0,04;0,00;0,00;
0,00;0,00;274,06;0,04;0,00;0,00;
0,00;0,00;274,22;0,12;0,00;0,00;
0,00;0,00;274,54;0,04;0,00;0,00;
0,00;0,00;274,70;0,08;0,00;0,00;
0,00;0,00;274,86;0,04;0,00;0,00;
0,00;0,00;275,02;0,12;0,00;0,00;
0,00;0,00;275,18;0,04;0,00;0,00;
0,00;0,00;275,34;0,04;0,00;0,00;
0,00;0,00;275,50;0,08;0,00;0,00;
0,00;0,00;275,66;0,08;0,00;0,00;
0,00;0,00;275,82;0,08;0,00;0,00;
0,00;0,00;275,98;0,08;0,00;0,00;
0,00;0,00;276,14;0,04;0,00;0,00;
0,00;0,00;276,30;0,12;0,00;0,00;
0,00;0,00;276,46;0,08;0,00;0,00;
0,00;0,00;276,62;0,08;0,00;0,00;
0,00;0,00;276,78;0,12;0,00;0,00;
0,00;0,00;277,10;0,04;0,00;0,00;
0,00;0,00;277,26;0,04;0,00;0,00;
0,00;0,00;277,42;0,12;0,00;0,00;
0,00;0,00;277,58;0,12;0,00;0,00;
0,00;0,00;277,74;0,12;0,00;0,00;
0,00;0,00;277,90;0,08;0,00;0,00;
0,00;0,00;278,06;0,12;0,00;0,00;
0,00;0,00;278,22;0,12;0,00;0,00;
0,00;0,00;278,38;0,04;0,00;0,00;
0,00;0,00;278,54;0,08;0,00;0,00;
0,00;0,00;278,70;0,08;0,00;0,00;
0,00;0,00;278,86;0,12;0,00;0,00;
0,00;0,00;279,02;0,08;0,00;0,00;
0,00;0,00;279,18;0,12;0,00;0,00;
0,00;0,00;279,34;0,12;0,00;0,00;
0,00;0,00;279,50;0,04;0,00;0,00;
0,00;0,00;279,66;0,12;0,00;0,00;
0,00;0,00;279,82;0,08;0,00;0,00;
0,00;0,00;279,98;0,08;0,00;0,00;
0,00;0,00;280,14;0,08;0,00;0,00;
0,00;0,00;280,30;0,08;0,00;0,00;
0,00;0,00;280,46;0,12;0,00;0,00;
0,00;0,00;280,62;0,08;0,00;0,00;
0,00;0,00;280,78;0,08;0,00;0,00;
0,00;0,00;280,94;0,04;0,00;0,00;
0,00;0,00;281,26;0,08;0,00;0,00;
0,00;0,00;281,58;0,12;0,00;0,00;
0,00;0,00;281,74;0,12;0,00;0,00;
0,00;0,00;281,90;0,08;0,00;0,00;
0,00;0,00;282,06;0,08;0,00;0,00;
0,00;0,00;282,22;0,08;0,00;0,00;
0,00;0,00;282,38;0,08;0,00;0,00;
0,00;0,00;282,54;0,12;0,00;0,00;
0,00;0,00;282,70;0,04;0,00;0,00;
0,00;0,00;282,86;0,12;0,00;0,00;
0,00;0,00;283,02;0,12;0,00;0,00;
0,00;0,00;283,18;0,08;0,00;0,00;
0,00;0,00;283,34;0,08;0,00;0,00;
0,00;0,00;283,50;0,17;0,00;0,00;
0,00;0,00;283,66;0,08;0,00;0,00;
0,00;0,00;283,82;0,04;0,00;0,00;
0,00;0,00;283,98;0,12;0,00;0,00;
0,00;0,00;284,14;0,04;0,00;0,00;
0,00;0,00;284,30;0,04;0,00;0,00;
0,00;0,00;284,46;0,08;0,00;0,00;
0,00;0,00;284,62;0,08;0,00;0,00;
0,00;0,00;284,78;0,04;0,00;0,00;
0,00;0,00;284,94;0,12;0,00;0,00;
0,00;0,00;285,10;0,08;0,00;0,00;
0,00;0,00;285,26;0,12;0,00;0,00;
0,00;0,00;285,42;0,12;0,00;0,00;
0,00;0,00;285,58;0,08;0,00;0,00;
0,00;0,00;285,74;0,08;0,00;0,00;
0,00;0,00;285,90;0,17;0,00;0,00;
0,00;0,00;286,06;0,12;0,00;0,00;
0,00;0,00;286,22;0,12;0,00;0,00;
0,00;0,00;286,38;0,04;0,00;0,00;
0,00;0,00;286,54;0,17;0,00;0,00;
0,00;0,00;286,70;0,08;0,00;0,00;
0,00;0,00;286,86;0,08;0,00;0,00;
0,00;0,00;287,02;0,08;0,00;0,00;
0,00;0,00;287,18;0,08;0,00;0,00;
0,00;0,00;287,34;0,17;0,00;0,00;
0,00;0,00;287,50;0,08;0,00;0,00;
0,00;0,00;287,66;0,08;0,00;0,00;
0,00;0,00;287,82;0,04;0,00;0,00;
0,00;0,00;287,98;0,08;0,00;0,00;
0,00;0,00;288,14;0,08;0,00;0,00;
0,00;0,00;288,30;0,08;0,00;0,00;
0,00;0,00;288,46;0,08;0,00;0,00;
0,00;0,00;288,62;0,08;0,00;0,00;
0,00;0,00;288,78;0,04;0,00;0,00;
0,00;0,00;288,94;0,12;0,00;0,00;
0,00;0,00;289,10;0,12;0,00;0,00;
0,00;0,00;289,26;0,17;0,00;0,00;
0,00;0,00;289,42;0,12;0,00;0,00;
0,00;0,00;289,58;0,08;0,00;0,00;
0,00;0,00;289,74;0,08;0,00;0,00;
0,00;0,00;289,90;0,04;0,00;0,00;
0,00;0,00;290,06;0,12;0,00;0,00;
0,00;0,00;290,22;0,12;0,00;0,00;
0,00;0,00;290,38;0,17;0,00;0,00;
0,00;0,00;290,54;0,08;0,00;0,00;
0,00;0,00;290,70;0,08;0,00;0,00;
0,00;0,00;290,86;0,12;0,00;0,00;
0,00;0,00;291,02;0,08;0,00;0,00;
0,00;0,00;291,18;0,12;0,00;0,00;
0,00;0,00;291,34;0,04;0,00;0,00;
0,00;0,00;291,50;0,12;0,00;0,00;
0,00;0,00;291,66;0,04;0,00;0,00;
0,00;0,00;291,82;0,12;0,00;0,00;
0,00;0,00;291,98;0,04;0,00;0,00;
0,00;0,00;292,14;0,12;0,00;0,00;
0,00;0,00;292,30;0,08;0,00;0,00;
0,00;0,00;292,46;0,17;0,00;0,00;
0,00;0,00;292,62;0,12;0,00;0,00;
0,00;0,00;292,78;0,12;0,00;0,00;
0,00;0,00;292,94;0,12;0,00;0,00;
0,00;0,00;293,10;0,12;0,00;0,00;
0,00;0,00;293,26;0,12;0,00;0,00;
0,00;0,00;293,42;0,12;0,00;0,00;
0,00;0,00;293,58;0,17;0,00;0,00;
0,00;0,00;293,74;0,08;0,00;0,00;
0,00;0,00;293,90;0,12;0,00;0,00;
0,00;0,00;294,06;0,12;0,00;0,00;
0,00;0,00;294,22;0,08;0,00;0,00;
0,00;0,00;294,38;0,12;0,00;0,00;
0,00;0,00;294,54;0,04;0,00;0,00;
0,00;0,00;294,70;0,12;0,00;0,00;
0,00;0,00;294,86;0,12;0,00;0,00;
0,00;0,00;295,02;0,04;0,00;0,00;
0,00;0,00;295,18;0,17;0,00;0,00;
0,00;0,00;295,34;0,08;0,00;0,00;
0,00;0,00;295,50;0,12;0,00;0,00;
0,00;0,00;295,66;0,08;0,00;0,00;
0,00;0,00;295,82;0,17;0,00;0,00;
0,00;0,00;295,98;0,12;0,00;0,00;
0,00;0,00;296,14;0,17;0,00;0,00;
0,00;0,00;296,30;0,12;0,00;0,00;
0,00;0,00;296,46;0,12;0,00;0,00;
0,00;0,00;296,62;0,04;0,00;0,00;
0,00;0,00;296,78;0,17;0,00;0,00;
0,00;0,00;296,94;0,17;0,00;0,00;
0,00;0,00;297,10;0,17;0,00;0,00;
0,00;0,00;297,26;0,17;0,00;0,00;
0,00;0,00;297,42;0,12;0,00;0,00;
0,00;0,00;297,58;0,12;0,00;0,00;
0,00;0,00;297,74;0,12;0,00;0,00;
0,00;0,00;297,90;0,12;0,00;0,00;
0,00;0,00;298,06;0,12;0,00;0,00;
0,00;0,00;298,22;0,12;0,00;0,00;
0,00;0,00;298,38;0,17;0,00;0,00;
0,00;0,00;298,54;0,12;0,00;0,00;
0,00;0,00;298,70;0,12;0,00;0,00;
0,00;0,00;298,86;0,17;0,00;0,00;
0,00;0,00;299,02;0,12;0,00;0,00;
0,00;0,00;299,18;0,08;0,00;0,00;
0,00;0,00;299,34;0,08;0,00;0,00;
0,00;0,00;299,50;0,17;0,00;0,00;
0,00;0,00;299,66;0,17;0,00;0,00;
0,00;0,00;299,82;0,12;0,00;0,00;
0,00;0,00;299,98;0,08;0,00;0,00;
0,00;0,00;300,14;0,08;0,00;0,00;
0,00;0,00;300,30;0,08;0,00;0,00;
0,00;0,00;300,46;0,17;0,00;0,00;
0,00;0,00;300,62;0,17;0,00;0,00;
0,00;0,00;300,78;0,12;0,00;0,00;
0,00;0,00;300,94;0,08;0,00;0,00;
0,00;0,00;301,10;0,08;0,00;0,00;
0,00;0,00;301,26;0,12;0,00;0,00;
0,00;0,00;301,42;0,08;0,00;0,00;
0,00;0,00;301,58;0,08;0,00;0,00;
0,00;0,00;301,74;0,08;0,00;0,00;
0,00;0,00;301,90;0,04;0,00;0,00;
0,00;0,00;302,06;0,17;0,00;0,00;
0,00;0,00;302,22;0,12;0,00;0,00;
0,00;0,00;302,38;0,08;0,00;0,00;
0,00;0,00;302,54;0,12;0,00;0,00;
0,00;0,00;302,70;0,08;0,00;0,00;
0,00;0,00;302,86;0,12;0,00;0,00;
0,00;0,00;303,02;0,12;0,00;0,00;
0,00;0,00;303,18;0,08;0,00;0,00;
0,00;0,00;303,50;0,08;0,00;0,00;
0,00;0,00;303,66;0,17;0,00;0,00;
0,00;0,00;303,82;0,04;0,00;0,00;
0,00;0,00;303,98;0,08;0,00;0,00;
0,00;0,00;304,14;0,08;0,00;0,00;
0,00;0,00;304,30;0,12;0,00;0,00;
0,00;0,00;304,46;0,12;0,00;0,00;
0,00;0,00;304,62;0,12;0,00;0,00;
0,00;0,00;304,78;0,17;0,00;0,00;
0,00;0,00;304,94;0,12;0,00;0,00;
0,00;0,00;305,10;0,12;0,00;0,00;
0,00;0,00;305,26;0,12;0,00;0,00;
0,00;0,00;305,42;0,17;0,00;0,00;
0,00;0,00;305,58;0,17;0,00;0,00;
0,00;0,00;305,90;0,17;0,00;0,00;
0,00;0,00;306,06;0,12;0,00;0,00;
0,00;0,00;306,22;0,12;0,00;0,00;
0,00;0,00;306,38;0,12;0,00;0,00;
0,00;0,00;306,54;0,17;0,00;0,00;
0,00;0,00;306,70;0,34;0,00;0,00;
0,00;0,00;306,85;3,21;0,00;0,00;
0,00;0,00;306,98;9,82;0,00;0,00;
0,00;0,00;307,11;17,57;0,00;0,00;
0,00;0,00;307,24;26,18;0,00;0,00;
0,00;0,00;307,28;29,83;0,00;0,00;
0,00;0,00;307,30;30,87;0,00;0,00;
0,00;0,00;307,32;31,91;0,00;0,00;
0,00;0,00;307,33;32,96;0,00;0,00;
0,00;0,00;307,34;33,52;0,00;0,00;
0,00;0,00;307,35;33,96;0,00;0,00;
0,00;0,00;307,36;34,35;0,00;0,00;
0,00;0,00;307,36;34,62;0,00;0,00;
0,00;0,00;307,36;34,88;0,00;0,00;
0,00;0,00;307,37;35,04;0,00;0,00;
0,00;0,00;307,37;35,18;0,00;0,00;
0,00;0,00;307,37;35,31;0,00;0,00;
0,00;0,00;307,37;35,44;0,00;0,00;
0,00;0,00;307,38;35,48;0,00;0,00;
0,00;0,00;307,38;35,48;0,00;0,00;
0,00;0,00;307,38;35,57;0,00;0,00;
0,00;0,00;307,38;35,57;0,00;0,00;
0,00;0,00;307,38;35,61;0,00;0,00;
0,00;0,00;307,38;35,61;0,00;0,00;
0,00;0,00;307,38;35,66;0,00;0,00;
0,00;0,00;307,38;35,66;0,00;0,00;
0,00;0,00;307,38;35,66;0,00;0,00;
0,00;0,00;307,38;35,66;0,00;0,00;
